	Username	Id	Tweet	Location
250	MarceDonado	261776268	RT @MinSaludCol: Confirmamos 20 nuevos casos de coronavirus en Colombia. Los diagnósticos se presentan en Bogotá (8), Cúcuta (3), Armenia (…	Barranquilla
251	rksinghssb	723034206738075648	RT @AmitShah: Do watch PM @narendramodi ji’s address to the nation shortly on the issues related to COVID-19 and the efforts to combat it.…	Madhupur, India
252	InHealthPolicy	424531030	COVID-19 Bill Includes MEDS Act, Requires Reports On Device Shortages https://t.co/99326gKLaQ	Arlington, VA
253	Hemanthkr15586	1126345728719110144	RT @Omkar_Raii: Hong Kong leveraging an #AI-based remote monitoring system #Everion, developed by a Boston-based startup @biofourmis, found…	Bengaluru
254	buta290	4551444254	"RT @sputnik_jp: 【速報】モナコ公が新型コロナウイルスに感染
https://t.co/1gXTKBRXC4 https://t.co/7FnLXbhCtQ"	
255	alphabetthegirl	1103734679092555776	RT @snackvampire: When covid 19 began hitting South Korea hard, South Korean celebrities came forward every day to donate money to the nati…	
256	KamimuraYuu	2294147947	"RT @JJJasssminnn: ก็พี่จีนชอบทำตัวแบบนี้ พอเค้ารังเกียจก็ว่าเหยียด ว่าหยาม ก็ไร้อารยะขนาดนี้ เค้าไม่ถีบคว่ำก็บุญโขละ

มาถุยแบบนี้ใส่กู เจอโ…"	
257	ChristianVCFirm	3098986934	RT @FaithDrivenVC: COVID-19: A Message from Bible Gateway https://t.co/ZDQ7R22Pdb #ChristianVentureCapital #FaithDrivenInvestors #FaithDriv…	Silicon Valley & Worldwide
258	iaMaane	1956733800	"RT @ancxph: Patients can now expect results in just 1.5-2 hours. #COVID19

https://t.co/yGsZ5qNK9g"	Philippines
259	cr7_sagarlml7	3821158955	"RT @T_Gajurel: COVID-19 Sample test contact persons at NPHL, Teku, Kathmandu :

1) Dr. Shrawan K. Mishra : 9851168220

2) Dr. Ranjit Shah :…"	Nepal
260	malaymail	27404490	Selangor breaks out RM129m stimulus for health workers, traders, students and more facing Covid-19 crisis https://t.co/sV0S380xw1	Malaysia
261	juliocdiazp	448559224	RT @antoniozeind: Estimado Doctor ⁦@LeonardoCurzio⁩ , pongo a su consideración el presente texto. Suspensión de derechos o declaratoria de…	Bogota
262	VinaCassieVida	1614541842	"RT @aliralira: Kesaksian survivor Covid-19 umur 18 tahun dari Daegu, Korea

Dia diisolasi di rumah karna kehabisan bed di pusat karantina.…"	
263	CiiaqapLFraser	1038301598	RT @DemSocialists: COVID-19 is teaching everyone what socialists already know: the whole world revolves around labor.	
264	0327_lalalalisa	788448101295984640	"RT @TheGolffathers: สู้ๆครับ 
ทำหน้าที่ให้ดีที่สุด
อย่าให้เกิดความผิดพลาดใดๆ แสดงให้ผมเห็นว่าท่านมีประโยชน์ ไม่ใช่มีแต่โทษอย่างที่คนอื่นเค้…"	
265	InfoSinBandera	1151339173	Suben a 24 los contagios de COVID-19 en #Honduras y extienden el toque de queda... https://t.co/383isOAlkR	
266	brendalonso1	759834782490427396	RT @felixsquash: Cuando se disparen los casos de COVID-19 en Arg de manera exponencial recordemos que esta vez NO fue el gobierno, NO fuero…	
267	WytchiePooh	906492109645078528	"@jessicaleslie__ I think DeWine had handled this great but we need more tests!!  Lucas county just had a death from ""presumptive covid-19"" #TESTVIRUSNOW https://t.co/Q43vXNHPww"	
268	Jose_Garcia02	423374464	RT @waresxx: COVID-19.2 : All bugs fixed. Improved performances.	
269	InHealthPolicy	424531030	Senate COVID-19 Stimulus Bill Expands Telehealth, Ups Pay To Hospitals https://t.co/uAjJPTtmz2	Arlington, VA
270	Lucreci99225443	853656206300389376	"RT @Farmarato: Para que tengan una pequeña idea de cómo estamos en la farmacia durante la #CuarentenaTotal por el #Covid_19:

De 25 envíos…"	Caracas, Venezuela
271	EstusKolter	4007016797	RT @djt1964: @michaelshermer The first U.S. company has announced an upcoming home COVID-19 test https://t.co/3TQJapffrc	
272	fatinrafezall	776539164	RT @redzuanNewsMPB: Seorang jururawat mengandung 6 bulan kena kuarantin selepas pesakit sudah sah positif Covid-19 tidak maklum sebenarnya…	Perak, Malaysia
273	hayley_grossman	2173091990	RT @ronimarie_: BREAKING NEWS: The Catalina Wine Mixer has been cancelled due to the recent COVID-19 outbreak. https://t.co/rkHXrh2A1e	
274	Natsc20	1227039986081505280	RT @MariaLuisaHayem: Esta mañana presentamos a la @AsambleaSV un paquete de siete decretos para respaldar las medidas de respuesta y alivio…	
275	aprilandin	230084812	"RT @Azijik: Harapan untuk April, beri kabar baik ya? 
Sudah banyak ketakutan dan air mata yang jatuh akhir-akhir ini.

Januari adanya banji…"	Indonesia
276	atmart12	2459078539	RT @snackvampire: When covid 19 began hitting South Korea hard, South Korean celebrities came forward every day to donate money to the nati…	West Texas
277	cynthia_yim	345039408	RT @LuisBareiro: Vaya mi reconocimiento a los bioquímicos del Ministerio de Salud que están trabajando las 24 horas del día para realizar l…	Strawberry Fields Forever
278	edwardx_x11	716869373999259648	RT @JustinTrudeau: As you cope with the COVID-19 situation, we're focused on helping you get through this. Here’s what we’re doing to suppo…	
279	khairunnatasha_	1111818627404034051	jerawat ni tak takut ke keluar time covid-19 ni hm	
280	kkccss11	1435416630	"RT @mrtompkin: โรคCOVID-19 รุนแรงแค่ไหนเมื่อเทียบกับโรคติดเชื้อรุ่นพี่
-ก้อนสีม่วงคือกาฬโรคในช่วงศตวรรษที่ 14  มีผู้เสียชีวิตอย่างน้อย 200…"	
281	Redskin_girlnm	1661104184	"RT @Unity_Diversity: And there are more 
https://t.co/gYl94sJPCR"	ABQ NM
282	RadziLuffy	2845131746	RT @UstazAmirulAmin: Dekat Italy tiada ruang lagi untuk tanam mayat mangsa covid 19.Dorang plan untuk bakar terus.Tiap hari beribu orang ma…	JOHORDARULTA'ZIM
283	Ibe_De_Musso_R	1660925886	RT @rrangelaldao: Una venezolana de la UCV formada en el BIOMED-UC, de La Morita, con la Dra Flor Herrera, en la carretera vieja de Maracay…	Aragua
284	aimwithleejeno	2805786462	"RT @theNuncius: [ด่วน!]

ยอดผู้เสียชีวิตจาก COVID-19 ในอิตาลี🇮🇹 สูงกว่าจีน🇨🇳 ซึ่งเป็นจุดเริ่มต้นการระบาดแล้ว

ณ เวลา 01:00 น. วันที่ 20 มีน…"	
285	AngieDAraujo	1035978661	RT @EfectoCocuyo: #SepaQue Las fallas en servicios públicos como el escaso suministro de agua, constantes apagones,  falta de gas doméstico…	
286	ikaa_febs	913605510	"RT @ARHakim_27: Perbandingan bencana covid-19 di ASEAN per 19/3/2020:

🇮🇩 309 positif – 25 meninggal
🇲🇾 900 positif – 2 meninggal
🇹🇭 272 po…"	+62, SRG
287	patrick_burner	1046746546249719808	RT @astrdh96: Kalau gak ada larangan sholat di mesjid karena Covid 19, kalian emang rajin sholat berjamaah? 🙁	Palembang
288	vKjnaqDXzn4znOC	861032810647126016	"RT @814_kimura86: 新型コロナウィルスの影響で、シルクドソレイユが95%のスタッフを一時解雇

With all productions halted by COVID-19, Cirque du Soleil lays off 95% of workforce…"	日本一水が美味
289	adorablecorn	2336429972	RT @YahooSG: COVID-19: Al-Muttaqin mosque identified as new cluster https://t.co/1o0K292yjH https://t.co/CyvG6EpZ1a	stayaway
290	blanks_constant	590154066	Thread for younger people who fall ill on what Covid-19 can be like. https://t.co/BZVLxl6jNd	Canada
291	CRAL36143806	1150548067176845313	RT @MarcoAnibal: A Viteri nada le pasará en Ecuador; pero, -ahí viene el pero- en Europa sí. Solo que están concentrados con la pandemia de…	
292	Fansyrbd	169710197	"RT @krispycriss: Les voy a contar lo que está pasando en mi vida, porque creo que es importante estar al tanto.

De acuerdo con los médicos…"	Argentina
293	feloneouscat	563221999	RT @AlbertTLunde: “precautionary measures, such as those pertaining to a possible pandemic, such as SARS, MERS, and now COVID-19, were bein…	International Space Station
294	bitxhboclaat	1132304789142818816	"RT @gawingawan: ฝรั่งทำดูง่ายดี-เอามาแปลไทย

ตารางตรวจสอบอาการของโรค
ไวรัส #COVID19 / ไข้หวัดใหญ่ / ไข้หวัดธรรมดา

(17-03-2020)

#โควิท19 #…"	
295	TrainerRedTheP1	1190817827810230277	"RT @IGN: GameStop employees have been told to keep stores open because they believe they are an ""essential"" business amid the COVID-19 outb…"	
296	Mistiiniowa	299098987	"RT @RedTRaccoon: Who else in the GOP had a fire sale of stocks while downplaying the COVID-19 outbreak?

So far we have Burr and Loeffler a…"	Council Bluffs, Iowa
297	BeckyEcki	917519428937572352	"RT @SoDebNair: White People: COVID-19

Black Folks: the RONA 

Gay People : Miss Rona 

😭☠️"	
298	dreamcatchermja	3573191833	RT @cwebbonline: It’s becoming clear that politicians deliberately downplayed the virus to the public while they quietly sold off millions…	South Padre Island, TX
299	KiraCarrillo5	1160292359621554176	EXIGEN NO IR A TRABAJAR, ESTA BIEN, PERO ESTÁN PENSANDO EN ESA GENTE QUE TAL VEZ NO MUERA POR EL COVID-19 PERO PUEDE MORIR DE HAMBRE, SABEN ESTOY PENSANDO QUE DONEN SU SUELDO COMPLETO PARA LOS POBRES. QUIEREN OBLIGAR AL GOBIERNO A PONER EN TERROR A MUCHA GENTE. @lopezobrador_ 👏	
300	_JMil25	375351692	RT @smart_MS3: I was tested 5 days ago and the results came back tonight, which were positive. Ive been self quarantined since the test, th…	Fort Washington, MD
301	galegirlz	265203183	"RT @kapookdotcom: ทรัมป์ ลงนามข้อกฎหมาย ชาวสหรัฐฯ ตรวจ #โควิด19 ฟรี - จ่ายเงินชดเชยคนลาป่วย
https://t.co/rOKc3agoVU #kapook"	Bangkok, Thailand
302	johaganbrebner	864280817576456192	"RT @salientmagazine: BREAKING: VUW is offering free study in Trimester 2, only to new domestic students ""impacted by COVID-19"". Current dom…"	Newtown, Wellington City
303	baloogaaaaaaa	959460118789201920	"RT @mrtompkin: โรคCOVID-19 รุนแรงแค่ไหนเมื่อเทียบกับโรคติดเชื้อรุ่นพี่
-ก้อนสีม่วงคือกาฬโรคในช่วงศตวรรษที่ 14  มีผู้เสียชีวิตอย่างน้อย 200…"	
304	EntreVINOS_	137758606	RT @lopezdoriga: ¿Por qué prohibe la Secretaría de Salud a los laboratorios hacer pruebas de coronavirus COVID-19?	Cangas del Narcea, España
305	enilegna___	1135591024099823616	RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo	
306	marmarblink	732230948394176512	"RT @suthichai: เจ้าชาย Albert II
แห่งโมนาโคทรงติดเชื้อ Covid-19!"	
307	farhanah_irdina	1548318882	RT @shahnizams: Itali dah sampai tahap terpaksa biar warga emas dijangkiti COVID 19, untuk tak dirawat atau kata lainnya, dibiarkan bertaha…	
308	kimiazra	818726014268293120	"RT @_rezarazali_: DOA DARI PALESTIN UNTUK MALAYSIA

Para wanita dari negara Palestin yang dijajah regim Zionis Israel, mendoakan keselamata…"	
309	_diananichole	1450430329	RT @AymanM: I want you to watch this video and see for yourself the difference between how Paris one of the most touristic cities in the wo…	
310	marizg05	2531942915	RT @KarolSnchez2: Buenas, para los que residen en la zona de Cartago y no quieren salir a hacer sus compras de frutas y verduras por el tem…	San Jose
311	Chloe16mw	903381784905351168	"RT @baeonda: I’m 22 years old and I tested positive for COVID-19. 

I’ve been debating on posting, but I want to share my experience especi…"	Brownsville, PA
312	Ali2118s	418906717	RT @RomarioQR: Vi este video y lloré de inmediato 😭😭😭😭. Esto ocurrió en Medellín, una pareja fue a comprar una cocada y el vendedor se fue…	 Bogotá D.C
313	JesuaMolina2	1154518404197490688	"RT @Mippcivzla: 📌 𝙄𝙣𝙛𝙤́𝙧𝙢𝙖𝙩𝙚 🧬
¿Cómo podemos evitar el Covid-19?
Adoptando correctamente los mejores hábitos de salud y siguiendo las recom…"	San Cristóbal, Venezuela
314	MiuAmaya	2789512411	RT @AmericasPromise: While there remains much we don’t know about #COVID19, what we do know is we are not alone in working to ensure that t…	
315	facts_dontlie	1038719901521727489	RT @GregAbbott_TX: Austin-based medical diagnostics company Everlywell will begin offering a home testing kit for COVID-19 early next week.…	
316	JuanPedroMerca1	388402573	RT @emalatris: Juez ordena a gobierno de AMLO medidas preventivas y acciones contra coronavirus https://t.co/ccOqP7qibh vía @El_Universal_Mx	Bacalar 
317	alicia45KAG	408023195	RT @derekmaltz_sr: With the evolving global COVID-19 crisis, it should be more obvious to our 🇺🇸citizens and leaders of the importance of b…	
318	luuisgst	4709726661	RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo	Acre, Brasil
319	DawnSchmitz	40790350	"RT @jahimes: MISINFORMATION ALERT

In his news conference today, @realDonaldTrump told the nation that chloroquine has been approved by the…"	
320	JoeFrancRamirez	357923966	"datos duros Enero y Febrero del 2020 en el mundo. 

Fallecimientos por:
Cancer    1'177, 141
Fumar         716,498
Alcohol       358,471
VIH.             240,950
Acc auto.   193,479
Suicidios.  153,696
Malaria.     140,584
Gripe.           69,602
Covid-19.       2,360"	en America
321	Audrey00123	1138309991977377793	RT @MonsieurQFB: Los casos confirmados de COVID-19 suman 164 el día de hoy en México son 46 casos nuevos y tenemos una tasa de contagio de…	Cuauhtémoc, Distrito Federal
322	wphoebe_	102950588	"RT @Traffic_1197: #ไปรษณีย์ไทย ขอแจ้งว่า เจลแอลกอฮอล์และหน้ากากอนามัย รวมถึงหน้ากากผ้า สามารถฝากส่งภายในประเทศได้ตามปกติ

แต่หากส่งระหว่างป…"	( ♡ MarkJin )
323	Phimchie	493938147	คำกล่าวผู้นำเยอรมันต่อสถานการณ์การแพร่ระบาดของ covid-19 👍🏻 https://t.co/I7W77KFpWG	
324	ijusthopepeace	899971010488745984	"疫病ばかりは命あってこそだと思う。

軽度とか国が言っちゃってるからこういうことになるんだけど、数ヶ月でcovid-19さえなければ亡くならなかった人が亡くなってる、これ以上亡くならないように工夫することは必要だと思う。

みんなが心から笑顔になれるようになってからで遅くない。 https://t.co/hFM3TsCrWf"	
325	ItsonTaylor	1198342102930866184	RT @JuliaDavisNews: In a secret recording, Senate Intelligence Committee Chairman Richard Burr compared the #coronavirus to the 1918 pandem…	Planet earth
326	jasminangeless	1203335920599977984	"RT @kellyabagat: [THREAD FYI]
Hello, I want to share my symptoms of COVID-19 to raise awareness and to make people calm.

I am a 24-year ol…"	Tuguegarao City, Cagayan Valle
327	thaaaarem	1185319858818424832	RT @Rick_Urr: Cuando llegaron haitianos a Chile se llenó la red de comentarios tipo “los negros traen enfermedades, son sucios, no tienen h…	
328	fightervzla	55482549	RT @dracortezm: En relación a la información que ha surgido sobre el uso del ibuprofeno en el tratamiento de COVID-19, la OMS, EMA, NSH del…	Tucupita, Venezuela
329	pakdd_social	1170775537943334912	1)Updates due to #COVID_19 which includes an extension and reduction of early registration rate, as well as a new online-only mode. Please visit:  https://t.co/8ERRiF3t8u for more information.	
330	batrisyee	1083641908197355521	"RT @Jasminsofea_: Untuk makluman Tn2:

6 subzone di Johor telah dikategorikan sebagai subzone berisiko tinggi penularan wabak COVID-19:

1.…"	
331	Themonia98	562312865	RT @eumrgustaavo: Gente, atentem-se, o quarto caso do Covid-19 aqui em Rio Branco, é  de alguém  que não saiu do estado, então  o vírus  já…	Rio Branco - Acre
332	ivettacaroleta	53269591	"RT @krispycriss: Les voy a contar lo que está pasando en mi vida, porque creo que es importante estar al tanto.

De acuerdo con los médicos…"	Mexico
333	auliasoebardi	126225675	RT @kompascom: Seminar Masyarakat Tanpa Riba di Bogor, Jawa Barat, diduga jadi lokasi penyebaran virus corona atau Covid-19. https://t.co/0…	
334	puffytae_twt	901044865428987904	"RT @jaomaecaption: สถานการณ์ Covid-19 ในไทยล่าสุด
มีผู้ติดเชื้อ 212 ราย เสียชีวิต 1 ราย 
เสียสติ 67 ล้านคน รวมกูด้วยจ้า🤣"	4.01.2020
335	Jorge_dlp	68843683	"RT @GobDeCoahuila: 📍#REPORTE #COAHUILA DEL PLAN ESTATAL DE PREVENCIÓN Y CONTROL DEL #COVID_19
•  Actualización de datos a las 🕚 19:00 horas…"	saltillo, coah.
336	Raquelmbesilva	4242543448	RT @ShakeetaMarie: This needs to continue being implemented after we are on the other side of COVID-19. I’m tired of y’all on my neck and o…	
337	digikey	17346756	"7 open hardware projects working to solve COVID-19 https://t.co/ATJnoZ7PlR
via @opensourceway  #opensource  #hardware"	Thief River Falls, MN
338	millenialoldsol	1702789788	RT @voxdotcom: You may never get credit for staying home, but what you do now will save lives. https://t.co/uLLmtR7IWQ	
339	jaemnm_	972181902361686016	RT @eradotid: INFO: Wabah COVID-19 di Indonesia bisa berakhir AKHIR APRIL 2020 kalo kamu patuh sama #GerakanSocialDistancing! https://t.co/…	
340	william42754562	797411763331461120	RT @ConElMazoDando: ¡Prevención! Gobierno Bolivariano dio un paso adelante ante el Covid-19 https://t.co/mQRblE6qck #VenezuelaPuebloHeroico…	Sucre, Venezuela
341	sean_krieger	421264278	RT @NPR: Sen. Richard Burr sold personal stocks worth between $628,000 and $1.72 million in 33 separate transactions on Feb. 13, before the…	
342	signorinaberli	52669524	RT @sutiaji1964: 1. SE Walikota Malang Nomor 6 Tahun 2020 tentang Kesiapsiagaan Dunia Usaha dalam menghadapi Corona Virus Disease (COVID-19…	
343	uchihakwon	1164597411873841153	RT @cnnphilippines: DOH reiterates warning that if people would not cooperate with efforts to contain the COVID-19, cases in the Philippine…	20↑ | she/her‏‏‎ | nsfw🔞
344	goodbadtheFUGly	385101174	Illegal defense was such a stupid rule #Covid_19	Morristown, NJ
345	Imogene58226759	1229099162190389250	RT @girlsreallyrule: Listen to Trump riff on chloroquine, an old malaria drug, the he says may help treat novel coronavirus. The FDA has si…	
346	BaRTZap	62176505	RT @bradleyziffer: So, the last week I have been battling COVID-19 &amp; Pneumonia. Never in my life have I been this ill. “Young people aren’t…	Buitenzorg
347	wsykon1	126212670	"RT @ThaiPBSNews: ""แมทธิว ดีน"" เตือนอย่าใช้ชีวิตเสี่ยงอาจติด COVID-19 https://t.co/eVtIy90kq4 #ThaiPBSnews #ไวรัสปอดอักเสบ"	Thailand
348	reddakuroro	1159899801108066305	"RT @baeonda: I’m 22 years old and I tested positive for COVID-19. 

I’ve been debating on posting, but I want to share my experience especi…"	
349	b_mugul	2384781637	RT @carterforva: I'm old enough to remember when Joe Biden said Italy has a universal healthcare system and they're struggling with COVID-1…	Houston, Tx
350	elyzzaguilar	979741207910731777	"RT @notyourtypx: Nobody: Make a wish!

Me: I wish covid-19 will end soon. https://t.co/5Ds3E7jiBM"	
351	a_patriciann	1650852470	RT @patrickdmarley: Menards accused of price gouging with masks, bleach, other products during coronavirus https://t.co/Lg8EeziTiQ — via ⁦@…	
352	leebuttmin	1012710161499090944	RT @snackvampire: When covid 19 began hitting South Korea hard, South Korean celebrities came forward every day to donate money to the nati…	“You did well, Kim Jonghyun.”
353	RiaKorea_	36252960	RT @ksatnews: BREAKING: San Antonio's coronavirus cases climb to 29, including 6 community spread, officials say https://t.co/vf46jJB8bu	TX
354	TheodoroLuan1	1052767929840820224	@JssicaPimenta4 Quando acabou o recesso de carnaval veio esse covid-19	Rio de Janeiro, Brasil
355	Atikk971	1101616619933954049	"RT @asumsico: - Kemenkominfo menetapkan 117 sebagai nomor layanan darurat bebas pulsa COVID-19

- Jack Ma dan Alibaba Foundation akan menyu…"	
356	JcZotto	1080942272	RT @GobiernoMX: Respetamos la decisión de otros países pero en México no habrá toque de queda ni restricción a las libertades para contener…	
357	WalkaOPrawde	2528387456	RT @MarkTLive: U.S pharmaceutical company, increased the price of chloroquine — an antimalarial, which is one of the drugs that is being te…	Almost Paradise ;)
358	omgleong	73094730	"RT @kellyabagat: [THREAD FYI]
Hello, I want to share my symptoms of COVID-19 to raise awareness and to make people calm.

I am a 24-year ol…"	Westeros
359	AmazingABitch	325476714	RT @amazonnews: With schools closed due to the spread of COVID-19, we know parents and teachers are looking for resources. #AmazonFutureEng…	California 
360	izzatiesauffiee	750159813485531136	"RT @laazull: Pesakit dipindahkn dari Hospital Kajang ke Hospital Sungai Buloh. FULL PROTECTION.

Please viral this, so that the people will…"	
361	quiquemarzo	14203593	RT @fraoneto: Detención inmediata para el pasajero q se subió al buquebus sabiendo q estaba infectado de covid 19 (art. 202 del código pena…	Paraná, Entre Ríos, Argentina
362	akalidecrocs	1006906904222760960	RT @anthonyepifanio: covid 19? desculpa eu entendi convite pra ficar de love	🐰
363	ilovemy21boys	1223868561875030016	"RT @jaomaecaption: สถานการณ์ Covid-19 ในไทยล่าสุด
มีผู้ติดเชื้อ 212 ราย เสียชีวิต 1 ราย 
เสียสติ 67 ล้านคน รวมกูด้วยจ้า🤣"	
364	CNNnews18	6509832	"#BREAKING – Total cases of Covid-19 confirmed in India up to 195.

163 Indians and 22 foreigners detected with coronavirus.

20 recoveries and 4 fatalities due to Covid-19.

#CoronavirusOutbreak | @snehamordani with details https://t.co/5VVo9J7drj"	India
365	hayleymullinax	934262422264799232	RT @snackvampire: When covid 19 began hitting South Korea hard, South Korean celebrities came forward every day to donate money to the nati…	
366	Quadruple_OG	2732968396	RT @carterforva: I'm old enough to remember when Joe Biden said Italy has a universal healthcare system and they're struggling with COVID-1…	Brooklyn, NY
367	laurenkayce45	2149166372	RT @smart_MS3: I was tested 5 days ago and the results came back tonight, which were positive. Ive been self quarantined since the test, th…	flower mound texas
368	heeeyjessee	3122454127	RT @snackvampire: When covid 19 began hitting South Korea hard, South Korean celebrities came forward every day to donate money to the nati…	sc : heeeyjesseee
369	sufleuuur	1133760413139476480	RT @Berry21st: TANDA-TANDA AWAL CORONA VIRUS  (COVID 19 ) SEBARKAN BAGI SEMUA TAHU. KITA BANTU ORANG INSHAALLAH TUHAN BANTU KITA 🤗 STAY AT…	inyourdream
370	franbona_	44694993	RT @fraoneto: Detención inmediata para el pasajero q se subió al buquebus sabiendo q estaba infectado de covid 19 (art. 202 del código pena…	Lomas de Zamora, Argentina
371	chynning	1232508696	"RT @SoDebNair: White People: COVID-19

Black Folks: the RONA 

Gay People : Miss Rona 

😭☠️"	
372	BoleyMadi	2923392338	RT @undateables_jb: Good news! My work went really well today. &amp; no one was been rude to me while I was working with the trolleys. 🛒🛒 I sta…	
373	Beccca___	239229722	RT @bradleyziffer: So, the last week I have been battling COVID-19 &amp; Pneumonia. Never in my life have I been this ill. “Young people aren’t…	
374	masihgadiisss	3175174297	RT @yfalms: Kadang suka bingung sama orang yang bikin statement jangan takut dengan COVID-19, jangan menyebarkan informasi tentang COVID-19…	Kota Probolinggo, East Java
375	LindaLinmell	1016020430	"RT @RedTRaccoon: Who else in the GOP had a fire sale of stocks while downplaying the COVID-19 outbreak?

So far we have Burr and Loeffler a…"	Little Rock, AR
376	maryverobeach	772555566249971712	"RT @timkmak: Burr has a unique perspective:  He helped to write the legislative framework for pandemic response

But in his public comments…"	Florida, USA
377	fiekynra	1170708416622280705	"RT @husnazmn_: ‘’Apakah sumbangan anda pada negara?”

“Saya duduk rumah ketika covid-19 melanda negara”"	ohsehun
378	MichaelllPW	62234750	RT @fm91trafficpro: บริษัท ทิพยประกันภัย จำกัด (มหาชน) ขอเรียนให้ลูกค้าผู้ทำประกันภัย โคโรนา (COVID-19) ทราบว่า เนื่องจากมีผู้ให้ความไว้วาง…	Bangkok, Thailand.
379	JesuaMolina2	1154518404197490688	"RT @Mippcivzla: #PublicacionesMippCI 📚 | Prevención del COVID-19.   
Descargue aquí 📥
https://t.co/fgGv7Zi9zJ https://t.co/HJcRNXovBb"	San Cristóbal, Venezuela
380	silly_boney	524073439	"RT @ARHakim_27: Perbandingan bencana covid-19 di ASEAN per 19/3/2020:

🇮🇩 309 positif – 25 meninggal
🇲🇾 900 positif – 2 meninggal
🇹🇭 272 po…"	Malaysia
381	updoggert	1240512219747684352	RT @pbpanicbutton: I didn't get around to posting my preview but the Seasoning City Nobodies zine (@scnobodies_zine) is now out and availab…	
382	lookwaahha	2791168245	"RT @vorachatMD: เกินครึ่งของผู้ป่วยตอนนี้ 
เดินไปหาแหล่งเชื้อมากกว่าเชื้อวิ่งมาหา 

ถ้าทำ social distancing อยู่แล้ว 
เราป้องกันตัวดี ดูแล…"	
383	jes_zold	461713781	RT @40SANDSHORTIEZ: BREAKING NEWS: Due to the recent COVID-19 outbreak, the winners for Danimals Crush Cup cruise sweepstakes with Zack and…	
384	Thabangtt29	1314165956	"RT @robabdul: PLEASE follow all the safety advice 

Thank you #NHS Staff ❤️Xx 

#Covid_19 #CoronaVirusUpdate https://t.co/54bp8mo01S"	Pretoria(soshanguve)
385	JimTwombly	799381291	Any legislator who dumped stocks and made money on the basis of govt briefings about COVID-19 should resign.	Elmira, NY
386	gvbrielah	548404439	RT @carlyaquilino: If you feel sick please don’t waste the few COVID-19 tests they have. There are still a LOT of movie stars with no sympt…	htx
387	deqq_mark	743650066632605697	RT @Berry21st: TANDA-TANDA AWAL CORONA VIRUS  (COVID 19 ) SEBARKAN BAGI SEMUA TAHU. KITA BANTU ORANG INSHAALLAH TUHAN BANTU KITA 🤗 STAY AT…	Kuala Lumpur City, Kuala Lumpu
388	PrimalPolitical	1213104217675616256	RT @donnellymjd: (1/) Five days ago I forecast that NYC’s hospitals would be at capacity with #coronavirus cases by Mar 30. I was wrong. Ne…	
389	selena939393	36180640	@EllenPompeo would be the first to find a cure for covid 19. Best actress ever. She’s my idol 🥰🥰	Massachusetts 
390	btsjanejane1999	3013525759	"RT @jaomaecaption: สถานการณ์ Covid-19 ในไทยล่าสุด
มีผู้ติดเชื้อ 212 ราย เสียชีวิต 1 ราย 
เสียสติ 67 ล้านคน รวมกูด้วยจ้า🤣"	กรุงเทพมหานคร, ประเทศไทย
391	pretzeluvy	400616016	"RT @asumsico: Beredar kabar vaksin COVID-19 sudah ditemukan dan siap produksi massal.

Benarkah demikian? https://t.co/kdZZUByv61"	
392	JoeFreedomLove	2735511486	RT @AmbDaniDayan: Israel pharma giant Teva will donate 6 million tablets by March 31, 10 million within a month, of hydroxychloroquine sulf…	Conservativeland, Orange Co CA
393	_2SEyeTHCM	917180942	RT @Pichailive: หมดสภาพแล้ว! พลเอกประยุทธ์แทนที่จะสั่งห้ามส่งออกหน้ากากทั้งหมดเหมือนไต้หวัน กลับแก้ตัวว่าส่งออก 5 ล้านชิ้นไม่มีจริง ทั้งที่…	
394	MariaHanneman	827544655520731136	RT @laoctavadigital: #EnVivo | Las pruebas para COVID-19 se están haciendo en el INER y también en 37 laboratorios públicos, de los cuales…	
395	imfirdaussubhan	1071783141671546880	RT @Unair_Official: Siapa yang perlu melakukan pemeriksaan kesehatan ke rumah sakit sehubungan dengan Covid-19? Pahami diagram berikut, ya.…	
396	Supriya15021978	789311638260191233	"RT @ARHakim_27: Perbandingan bencana covid-19 di ASEAN per 19/3/2020:

🇮🇩 309 positif – 25 meninggal
🇲🇾 900 positif – 2 meninggal
🇹🇭 272 po…"	
397	pocho423	536819964	RT @CamiloSilvaJ: No hay una portada que exprese mejor la situación actual del mundo 🌎 por el #Covid_19 https://t.co/MKqDPEKBm3	medellin colombia
398	Adcorleone_	90092586	RT @JustinTrudeau: As you cope with the COVID-19 situation, we're focused on helping you get through this. Here’s what we’re doing to suppo…	
399	NimbuMassala	987593923936731141	"RT @janmajit07: And I immediately ask you one question; when you are ill, will you run to the Hospital or monumental place?

If your answer…"	Nomads Land
400	AdContreraz	575515684	RT @TachiraNoticias: COLOMBIA | Gobierno de Colombia confirma 20 nuevos casos de coronavirus. Tres (3) de estos nuevos casos se reportan en…	Venezuela 
401	YAnPy_inthere	292395944	"RT @waltxwalt: https://t.co/kbbDQjcOkr

이 링크는, 전세계에서 covid-19 검사시행 및 양성확진과 사망자 수를 정리해놓은 사이트인데, 

중동쪽 순니파 산유국가들이 절대숫자를 비교하면 작지만 인구밀도 상 놀라울 정…"	sum thear
